"id"	"type_id"	"mat_id"	"name"	"group_id"	"radius"	"shag"	"gabarit"	"width"	"diam"	"kolvo_sklad"	"norma"	"zakaz"	"geometry"	"id_parent"	"property"
"426"	"51"	"30"	"C25-3D18,5-58WC03 LIFENG "	"101"			"хвостовик диаметром 25мм"	"3D"	"18,5"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 25мм"", ""11"": ""18,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"427"	"51"	"30"	"C25-3D18,5-58WC03 LIFENG "	"101"			"хвостовик диаметром 25мм"	"3D"	"18,5"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 25мм"", ""11"": ""18,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"428"	"51"	"30"	"C25-3D18,5-58WC03 WEILA"	"101"			"хвостовик диаметром 25мм"	"3D"	"18,5"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 25мм"", ""11"": ""18,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"429"	"51"	"30"	"C25-3D19.5-62WC03 LIFENG "	"101"			"хвостовик диаметром 25мм"	"3D"	"19,5"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 25мм"", ""11"": ""19,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"432"	"51"	"30"	"C25-3D25,5-80WC05 LIFENG "	"101"			"хвостовик диаметром 25мм"	"3D"	"25,5"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 25мм"", ""11"": ""25,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"430"	"51"	"30"	"C25-3D20,5-65WC03 WEILA "	"101"			"хвостовик диаметром 25мм"	"3D"	"20,5"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 25мм"", ""11"": ""20,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"431"	"51"	"30"	"C25-3D22.5-71WC04 LIFENG "	"101"			"хвостовик диаметром 25мм"	"3D"	"22,5"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 25мм"", ""11"": ""22,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"433"	"51"	"30"	"C25-3D25,5-81WC05 LIFENG "	"101"			"хвостовик диаметром 25мм"	"3D"	"25,5"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 25мм"", ""11"": ""25,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"434"	"51"	"30"	"C32-2D26,5-56WC05 LIFENG "	"101"			"хвостовик диаметром 32мм"	"2D"	"26,5"						"{""4"": ""2D"", ""5"": ""хвостовик диаметром 32мм"", ""11"": ""26,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"436"	"51"	"30"	"C32-3D26,5-83WC05 LIFENG "	"101"			"хвостовик диаметром 32мм"	"3D"	"26,5"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 32мм"", ""11"": ""26,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"437"	"51"	"30"	"C32-3D26,5-83WC05 WEILA "	"101"			"хвостовик диаметром 32мм"	"3D"	"26,5"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 32мм"", ""11"": ""26,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"435"	"51"	"30"	"C32-2D26,5-56WC05 WEILA "	"101"			"хвостовик диаметром 32мм"	"2D"	"26,5"						"{""4"": ""2D"", ""5"": ""хвостовик диаметром 32мм"", ""11"": ""26,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"438"	"51"	"30"	"C32-3D30,5-96WC05 LIFENG "	"101"			"хвостовик диаметром 32мм"	"3D"	"30,5"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 32мм"", ""11"": ""30,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"439"	"51"	"30"	"C32-3D30,5-96WC05 WEILA "	"101"			"хвостовик диаметром 32мм"	"3D"	"30,5"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 32мм"", ""11"": ""30,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"440"	"51"	"30"	"C32-3D30-94WC05 WEILA"	"101"			"хвостовик диаметром 32мм"	"3D"	"30"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 32мм"", ""11"": ""30"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"441"	"51"	"30"	"C32-3D32,5-102WC06 WEILAI "	"101"			"хвостовик диаметром 32мм"	"3D"	"32,5"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 32мм"", ""11"": ""32,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"442"	"51"	"30"	"C32-3D35-109WC06 WEILA "	"101"			"хвостовик диаметром 32мм"	"3D"	"35"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 32мм"", ""11"": ""35"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"443"	"51"	"30"	"C32-3D37-116WC06 WEILA"	"101"			"хвостовик диаметром 32мм"	"3D"	"37"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 32мм"", ""11"": ""37"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"444"	"51"	"30"	"C32-4D27-111WC05 WEILA"	"101"			"хвостовик диаметром 32мм"	"4D"	"27"						"{""4"": ""4D"", ""5"": ""хвостовик диаметром 32мм"", ""11"": ""27"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"445"	"51"	"30"	"C32-4D28-115WC05 WEILA"	"101"			"хвостовик диаметром 32мм"	"4D"	"28"						"{""4"": ""4D"", ""5"": ""хвостовик диаметром 32мм"", ""11"": ""28"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"453"	"56"	"30"	"SWR2525M16"	"102"	""		"25х25"						"резьбовой средняя"		"{""5"": ""25х25"", ""12"": """", ""13"": ""резьбовой средняя"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""102""}"
"452"	"56"	"30"	"SVJBR2525M16"	"102"	""		"25х25"						"35 градусов большая рыбка"		"{""5"": ""25х25"", ""12"": """", ""13"": ""35 градусов большая рыбка"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""102""}"
"449"	"56"	"30"	"SCLCR2525M09"	"102"	""		"25х25"						"двухгранный средняя"		"{""5"": ""25х25"", ""12"": """", ""13"": ""двухгранный средняя"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""102""}"
"455"	"56"	"30"	"QEAD2020R12"	"102"	""		"20х20"						"канавочный 1,5"		"{""5"": ""20х20"", ""12"": """", ""13"": ""канавочный 1,5"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""102""}"
"458"	"56"	"30"	"QEFD2525R17"	"102"	""		"25х25"						"канавочный 3мм"		"{""5"": ""25х25"", ""12"": """", ""13"": ""канавочный 3мм"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""102""}"
"457"	"56"	"30"	"QEBD2525R07"	"102"	""		"25х25"						"канавочный 2мм"		"{""5"": ""25х25"", ""12"": """", ""13"": ""канавочный 2мм"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""102""}"
"460"	"56"	"30"	"QEHD2525R22"	"102"	""		"25х25"						"канавочный 5мм"		"{""5"": ""25х25"", ""12"": """", ""13"": ""канавочный 5мм"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""102""}"
"459"	"56"	"30"	"QEGD2525R22"	"102"	""		"25х25"						"канавочный 4мм"		"{""5"": ""25х25"", ""12"": """", ""13"": ""канавочный 4мм"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""102""}"
"446"	"51"	"30"	"C32-4D40-164WC06 LIFENG "	"101"			"хвостовик диаметром 32мм"	"4D"	"40"	"3"	"10"	"5"			"{""4"": ""4D"", ""5"": ""хвостовик диаметром 32мм"", ""11"": ""40"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"479"	"56"	"30"	"S25S-SVUBR16"	"103"	""				"25"				"35 градусов большая"		"{""11"": ""25"", ""12"": """", ""13"": ""35 градусов большая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"482"	"56"	"30"	"S32T-SCLCR12"	"103"	""				"32"				"двухгранная большая"		"{""11"": ""32"", ""12"": """", ""13"": ""двухгранная большая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"448"	"56"	"30"	"SCLCR2525M12"	"102"	""		"25х25"						"двухгранный большая"		"{""5"": ""25х25"", ""12"": """", ""13"": ""двухгранный большая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""102""}"
"447"	"56"	"30"	"MWLNR2525M08"	"102"	""		"25х25"						"треугольный"		"{""5"": ""25х25"", ""12"": """", ""13"": ""треугольный"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""102""}"
"484"	"56"	"30"	"MFH325R10-25/140"	"103"			"10-25"		"25"				"канавочный торцевой 3мм"		"{""5"": ""10-25"", ""11"": ""25"", ""13"": ""канавочный торцевой 3мм"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"451"	"56"	"30"	"ADJNR2525M1506"	"102"	""		"25х25"						"55 градусов большая"		"{""5"": ""25х25"", ""12"": """", ""13"": ""55 градусов большая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""102""}"
"450"	"56"	"30"	"SDJCR2525M11"	"102"	""		"25х25"						"55 градусов средняя"		"{""5"": ""25х25"", ""12"": """", ""13"": ""55 градусов средняя"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""102""}"
"483"	"56"	"30"	"С25R-QFDR07-33"	"103"					"25"	"50"	"10"	"-40"	"канавочный 3мм"		"{""11"": ""25"", ""13"": ""канавочный 3мм"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"464"	"56"	"30"	"SNR0016B11"	"103"	""				"16"				"резьбовой маленькая"		"{""11"": ""16"", ""12"": """", ""13"": ""резьбовой маленькая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"478"	"56"	"30"	"S25S-SVZBR16"	"104"	""				"25"				"35 градусов большая"		"{""11"": ""25"", ""12"": """", ""13"": ""35 градусов большая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""104""}"
"477"	"56"	"30"	"S16Q-SVUCR11"	"103"	""				"16"				"35 градусов маленькая"		"{""11"": ""16"", ""12"": """", ""13"": ""35 градусов маленькая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"476"	"56"	"30"	"S16R-SDUCR07"	"103"	""				"16"				"55 градусов маленькая"		"{""11"": ""16"", ""12"": """", ""13"": ""55 градусов маленькая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"475"	"56"	"30"	"S16Q-SCLCR09"	"103"	""				"16"				"двухгранная средняя"		"{""11"": ""16"", ""12"": """", ""13"": ""двухгранная средняя"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"474"	"56"	"30"	"S16Q-SCLCR06"	"103"	""				"16"				"двухгранная маленькая"		"{""11"": ""16"", ""12"": """", ""13"": ""двухгранная маленькая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"473"	"56"	"30"	"S12M-SDUCR07"	"103"	""				"12"				"55 градусов маленькая"		"{""11"": ""12"", ""12"": """", ""13"": ""55 градусов маленькая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"472"	"56"	"30"	"S12MSCLCR09"	"103"	""				"12"				"двухгранная средняя"		"{""11"": ""12"", ""12"": """", ""13"": ""двухгранная средняя"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"138"	"55"	"24"	"CCMT060204-OTM OP1315 OKE"	"99"	"0.4"		"маленькая"								"{""5"": ""маленькая"", ""12"": ""0.4"", ""mat_id"": ""24"", ""type_id"": ""55"", ""group_id"": ""99""}"
"137"	"55"	"24"	"CCMT060204-TM WS7225 HARDSTONE"	"99"	"0.4"		"маленькая"								"{""5"": ""маленькая"", ""12"": ""0.4"", ""mat_id"": ""24"", ""type_id"": ""55"", ""group_id"": ""99""}"
"145"	"55"	"33"	"CCGT120404-AK WSK10 HARDSTONE"	"87"	"0.4"		"большая"								"{""5"": ""большая"", ""12"": ""0.4"", ""mat_id"": ""33"", ""type_id"": ""55"", ""group_id"": ""87""}"
"146"	"55"	"33"	"CCGT120408-AK WSK10 HARDSTONE"	"87"	"0.8"		"большая"								"{""5"": ""большая"", ""12"": ""0.8"", ""mat_id"": ""33"", ""type_id"": ""55"", ""group_id"": ""87""}"
"136"	"55"	"24"	"CCMT060204-MP HS7125 HADSTO"	"99"	"0.4"		"маленькая"								"{""5"": ""маленькая"", ""12"": ""0.4"", ""mat_id"": ""24"", ""type_id"": ""55"", ""group_id"": ""99""}"
"135"	"55"	"24"	"CCMT060204-EM YBG205"	"99"	"0.4"		"маленькая"								"{""5"": ""маленькая"", ""12"": ""0.4"", ""mat_id"": ""24"", ""type_id"": ""55"", ""group_id"": ""99""}"
"134"	"55"	"27"	"CCMT060204-MP HS8125 HADSTO"	"99"	"0.4"		"маленькая"								"{""5"": ""маленькая"", ""12"": ""0.4"", ""mat_id"": ""27"", ""type_id"": ""55"", ""group_id"": ""99""}"
"133"	"55"	"27"	"CCMT060204-HM  YBC252 "	"99"	"0.4"		"маленькая"								"{""5"": ""маленькая"", ""12"": ""0.4"", ""mat_id"": ""27"", ""type_id"": ""55"", ""group_id"": ""99""}"
"132"	"55"	"27"	"CCMT060204-OTM OC2125 OKE"	"99"	"0.4"		"маленькая"								"{""5"": ""маленькая"", ""12"": ""0.4"", ""mat_id"": ""27"", ""type_id"": ""55"", ""group_id"": ""99""}"
"130"	"55"	"24"	"CCMT060202 HS7125 HADSTO"	"99"	"0.2"		"маленькая"								"{""5"": ""маленькая"", ""12"": ""0.2"", ""mat_id"": ""24"", ""type_id"": ""55"", ""group_id"": ""99""}"
"129"	"55"	"27"	"CCMT060202-OTF OС2115 OKE "	"99"	"0.2"		"маленькая"								"{""5"": ""маленькая"", ""12"": ""0.2"", ""mat_id"": ""27"", ""type_id"": ""55"", ""group_id"": ""99""}"
"128"	"55"	"27"	"CCMT060202-HF YBC252"	"99"	"0.2"		"маленькая"								"{""5"": ""маленькая"", ""12"": ""0.2"", ""mat_id"": ""27"", ""type_id"": ""55"", ""group_id"": ""99""}"
"141"	"55"	"33"	"CCGT060202-AK WSK10 HARDSTONE"	"99"	"0.2"		"маленькая"								"{""5"": ""маленькая"", ""12"": ""0.2"", ""mat_id"": ""33"", ""type_id"": ""55"", ""group_id"": ""99""}"
"144"	"55"	"33"	"CCGT09Т304-AK WSK10 HARDSTONE"	"89"	"0.4"		"средняя"								"{""5"": ""средняя"", ""12"": ""0.4"", ""mat_id"": ""33"", ""type_id"": ""55"", ""group_id"": ""89""}"
"32"	"55"	"24"	"WNMG080408-BM WS7125 HARDSTONE"	"97"	"0.8"										"{""12"": ""0.8"", ""mat_id"": ""24"", ""type_id"": ""55"", ""group_id"": ""97""}"
"461"	"56"	"30"	"SNR0020R16"	"103"	""				"20"				"резьбовой средняя"		"{""11"": ""20"", ""12"": """", ""13"": ""резьбовой средняя"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"456"	"56"	"30"	"KTGFR2525M16"	"102"	""		"25х25"						"канавочный"		"{""5"": ""25х25"", ""12"": """", ""13"": ""канавочный"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""102""}"
"454"	"56"	"30"	"SWR2525M22"	"102"	""		"25х25"						"резьбовой большая"		"{""5"": ""25х25"", ""12"": """", ""13"": ""резьбовой большая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""102""}"
"485"	"56"	"30"	"MFH220R0.8-25/140"	"103"			"0,8-25"		"20"				"канавочный торцевой 2мм"		"{""5"": ""0,8-25"", ""11"": ""20"", ""13"": ""канавочный торцевой 2мм"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"486"	"56"	"30"	"S40T-SCLCR12"	"103"					"40"				"двухгранный большая"		"{""11"": ""40"", ""13"": ""двухгранный большая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"487"	"56"	"30"	"S20Q-KTGFL16-25D"	"103"					"20"				"канавочный пластина сбоку"		"{""11"": ""20"", ""13"": ""канавочный пластина сбоку"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"488"	"56"	"30"	"S16N-KTGFL16-21D"	"103"					"16"				"канавочный пластина сбоку"		"{""11"": ""16"", ""13"": ""канавочный пластина сбоку"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"489"	"56"	"30"	"S32-SVUBR16"	"103"					"32"				"35 градусов большая рыбка"		"{""11"": ""32"", ""13"": ""35 градусов большая рыбка"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"490"	"51"	"30"	"S40-SVUBR16"	"103"					"40"				"35 градусов большая рыбка"		"{""11"": ""40"", ""13"": ""35 градусов большая рыбка"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""103""}"
"491"	"56"	"30"	"S32TSIR16"	"103"					"32"				"резьбовой средняя"		"{""11"": ""32"", ""13"": ""резьбовой средняя"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"492"	"56"	"30"	"S40T-SIR16"	"103"					"40"				"резьбовой средняя"		"{""11"": ""40"", ""13"": ""резьбовой средняя"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"493"	"56"	"30"	"S50U SCLCR12"	"103"					"50"				"двухгранная большая"		"{""11"": ""50"", ""13"": ""двухгранная большая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"494"	"56"	"30"	"S50U-SVUCR16"	"103"					"50"				"35 градусов большая рыбка"		"{""11"": ""50"", ""13"": ""35 градусов большая рыбка"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"151"	"55"	"33"	"VBGT160408-AK WSK10 HARDSTONE"	"81"	"0.8"		"большая"								"{""5"": ""большая"", ""12"": ""0.8"", ""mat_id"": ""33"", ""type_id"": ""55"", ""group_id"": ""81""}"
"200"	"52"	"30"	"YX M5*0,8 T2829"	"73"	"0"	"0.8"		"Стандартный"	"М5"						"{""4"": ""Стандартный"", ""6"": ""0.8"", ""11"": ""М5"", ""mat_id"": ""30"", ""type_id"": ""52"", ""group_id"": ""73""}"
"232"	"51"	"30"	""	"71"			"стандартный"		"2,7"						"{""5"": ""стандартный"", ""11"": ""2,7"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""71""}"
"31"	"55"	"24"	"WNMG080404-EG YBG205"	"97"	"0.4"										"{""12"": ""0.4"", ""mat_id"": ""24"", ""type_id"": ""55"", ""group_id"": ""97""}"
"246"	"51"	"30"	""	"71"			" стандартный"		"4.1"						"{""5"": "" стандартный"", ""11"": ""4.1"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""71""}"
"181"	"55"	"30"	"16IR150 ISO HS5125 HADSTO  (WS5225 HARDSTONE)"	"76"	"0"	"1,5"	"Средняя"	"0"	""						"{""5"": ""Средняя"", ""6"": ""1,5"", ""11"": """", ""mat_id"": ""30"", ""type_id"": ""55"", ""group_id"": ""76""}"
"179"	"55"	"30"	"16IR100ISO HS5125 HADSTO  (WS5225 HARDSTONE)"	"76"	"0"	"1"	"Средняя"								"{""5"": ""Средняя"", ""6"": ""1"", ""mat_id"": ""30"", ""type_id"": ""55"", ""group_id"": ""76""}"
"175"	"55"	"30"	"16ER8W S5225 HARDSTONE  (WS5225 HARDSTONE)"	"77"	"0"	"8 ниток на дюйм"	"Средняя"								"{""5"": ""Средняя"", ""6"": ""8 ниток на дюйм"", ""mat_id"": ""30"", ""type_id"": ""55"", ""group_id"": ""77""}"
"116"	"55"	"24"	"VBMT160402-AHF YB9320"	"81"	"0.2"		"большая"								"{""5"": ""большая"", ""12"": ""0.2"", ""mat_id"": ""24"", ""type_id"": ""55"", ""group_id"": ""81""}"
"109"	"55"	"24"	"VBMT160404-AHF YB9320"	"81"	"0.4"		"большая"								"{""5"": ""большая"", ""12"": ""0.4"", ""mat_id"": ""24"", ""type_id"": ""55"", ""group_id"": ""81""}"
"105"	"55"	"27"	"VBMT160408-HМ YBC252"	"81"	"0.8"		"большая"								"{""5"": ""большая"", ""12"": ""0.8"", ""mat_id"": ""27"", ""type_id"": ""55"", ""group_id"": ""81""}"
"92"	"55"	"24"	"DCMT11T304-MP HS7125 HADSTO"	"96"	"0.4"		"средняя"								"{""5"": ""средняя"", ""12"": ""0.4"", ""mat_id"": ""24"", ""type_id"": ""55"", ""group_id"": ""96""}"
"80"	"55"	"24"	"CCMT09T308-MP HS7125 HADSTO"	"89"	"0.8"		"средняя"								"{""5"": ""средняя"", ""12"": ""0.8"", ""mat_id"": ""24"", ""type_id"": ""55"", ""group_id"": ""89""}"
"63"	"55"	"24"	"CCMT120408-MP HS7125 HADSTO"	"87"	"0.8"		"большая"								"{""5"": ""большая"", ""12"": ""0.8"", ""mat_id"": ""24"", ""type_id"": ""55"", ""group_id"": ""87""}"
"215"	"55"	"30"	""	"100"	"0,2"		"1.5 мм"								"{""5"": ""1.5 мм"", ""12"": ""0,2"", ""mat_id"": ""30"", ""type_id"": ""55"", ""group_id"": ""100""}"
"329"	"51"	"30"	""	"71"			" стандартный"		"14"						"{""5"": "" стандартный"", ""11"": ""14"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""71""}"
"330"	"51"	"30"	""	"71"			" стандартный"		"14,5"						"{""5"": "" стандартный"", ""11"": ""14,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""71""}"
"401"	"51"	"30"	""	"101"			"хвостовик диаметром 25мм"	"2D"	"45"						"{""4"": ""2D"", ""5"": ""хвостовик диаметром 25мм"", ""11"": ""45"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"470"	"56"	"30"	"S10K-SDUCR07"	"103"	""				"10"				"55 градусов маленькая"		"{""11"": ""10"", ""12"": """", ""13"": ""55 градусов маленькая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"467"	"56"	"30"	"S08K-SCLCR06"	"103"	""				"8"				"двухгранная маленькая"		"{""11"": ""8"", ""12"": """", ""13"": ""двухгранная маленькая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"471"	"56"	"30"	"S12M-SCLCR06"	"103"	""				"12"				"двухгранная маленькая"		"{""11"": ""12"", ""12"": """", ""13"": ""двухгранная маленькая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"469"	"56"	"30"	"S10K-SCLCR06"	"103"	""				"10"				"двухгранная маленькая"		"{""11"": ""10"", ""12"": """", ""13"": ""двухгранная маленькая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"468"	"56"	"30"	"S08K-SDUCR07"	"103"	""				"8"				"55 градусов маленькая"		"{""11"": ""8"", ""12"": """", ""13"": ""55 градусов маленькая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"466"	"56"	"30"	"SNR0010M11"	"103"	""				"10"				"резьбовой маленькая"		"{""11"": ""10"", ""12"": """", ""13"": ""резьбовой маленькая"", ""mat_id"": ""30"", ""type_id"": ""56"", ""group_id"": ""103""}"
"139"	"55"	"24"	"CCMT060204-OTM OP1215 OKE"	"99"	"0.4"		"маленькая"								"{""5"": ""маленькая"", ""12"": ""0.4"", ""mat_id"": ""24"", ""type_id"": ""55"", ""group_id"": ""99""}"
"93"	"55"	"24"	"DCMT11T304-EM YBG205 "	"96"	"0.4"		"средняя"								"{""5"": ""средняя"", ""12"": ""0.4"", ""mat_id"": ""24"", ""type_id"": ""55"", ""group_id"": ""96""}"
"188"	"55"	"30"	"16IR14W HS5125 HADSTO  (WS5225 HARDSTONE)"	"76"	"0"	"14 ниток на дюйм"	"Средняя"								"{""5"": ""Средняя"", ""6"": ""14 ниток на дюйм"", ""mat_id"": ""30"", ""type_id"": ""55"", ""group_id"": ""76""}"
"124"	"55"	"30"	"ZTFD0303-MM YB9320"	"92"	"0,3"		"3 мм"								"{""5"": ""3 мм"", ""12"": ""0,3"", ""mat_id"": ""30"", ""type_id"": ""55"", ""group_id"": ""92""}"
"269"	"51"	"30"	""	"71"			" стандартный"		"6,4"						"{""5"": "" стандартный"", ""11"": ""6,4"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""71""}"
"270"	"51"	"30"	""	"71"			" стандартный"		"6,5"						"{""5"": "" стандартный"", ""11"": ""6,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""71""}"
"230"	"51"	"30"	""	"71"			"стандартный"		"2,5"						"{""5"": ""стандартный"", ""11"": ""2,5"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""71""}"
"306"	"51"	"30"	""	"71"			" стандартный"		"10,1"						"{""5"": "" стандартный"", ""11"": ""10,1"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""71""}"
"28"	"55"	"24"	"WNMG080404-BM WS7225 HARDSTONE"	"97"	"0.4"										"{""12"": ""0.4"", ""mat_id"": ""24"", ""type_id"": ""55"", ""group_id"": ""97""}"
"369"	"51"	"30"	""	"101"			"хвостовик диаметром 25мм"	"2D"	"29"						"{""4"": ""2D"", ""5"": ""хвостовик диаметром 25мм"", ""11"": ""29"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"375"	"51"	"30"	"C32-2D32-65WC06 WEILAI "	"101"			"хвостовик диаметром 32мм"	"2D"	"32"						"{""4"": ""2D"", ""5"": ""хвостовик диаметром 32мм"", ""11"": ""32"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"372"	"51"	"30"	""	"101"			"хвостовик диаметром 25мм"	"3D"	"31"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 25мм"", ""11"": ""31"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"373"	"51"	"30"	""	"101"			"хвостовик диаметром 25мм"	"2D"	"31"						"{""4"": ""2D"", ""5"": ""хвостовик диаметром 25мм"", ""11"": ""31"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"374"	"51"	"30"	""	"101"			"хвостовик диаметром 25мм"	"3D"	"32"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 25мм"", ""11"": ""32"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
"366"	"51"	"30"	"C32-3D28-84WC05"	"101"			"хвостовик диаметром 32мм"	"3D"	"28"						"{""4"": ""3D"", ""5"": ""хвостовик диаметром 32мм"", ""11"": ""28"", ""mat_id"": ""30"", ""type_id"": ""51"", ""group_id"": ""101""}"
